time,gFx,gFy,gFz,TgF
0.002000,-0.6143,-0.3616,0.5325,0.890
0.003000,-0.6251,-0.3636,0.5264,0.894
0.003000,-0.6378,-0.3660,0.5215,0.901
0.003000,-0.6507,-0.3682,0.5220,0.912
0.004000,-0.6671,-0.3721,0.5232,0.926
0.004000,-0.6822,-0.3728,0.5245,0.938
0.008000,-0.6932,-0.3770,0.5276,0.949
0.009000,-0.7076,-0.3804,0.5296,0.962
0.011000,-0.7176,-0.3836,0.5303,0.971
0.014000,-0.7274,-0.3809,0.5311,0.978
0.016000,-0.7291,-0.3780,0.5320,0.979
0.018000,-0.7283,-0.3770,0.5330,0.978
0.020000,-0.7227,-0.3738,0.5347,0.974
0.025000,-0.7156,-0.3743,0.5389,0.971
0.026000,-0.7059,-0.3731,0.5428,0.965
0.029000,-0.6971,-0.3736,0.5499,0.963
0.030000,-0.6885,-0.3728,0.5582,0.962
0.033000,-0.6802,-0.3709,0.5679,0.961
0.035000,-0.6724,-0.3706,0.5779,0.961
0.037000,-0.6683,-0.3697,0.5909,0.966
0.041000,-0.6624,-0.3682,0.6031,0.969
0.042000,-0.6607,-0.3641,0.6155,0.974
0.045000,-0.6573,-0.3592,0.6260,0.976
0.048000,-0.6563,-0.3516,0.6380,0.981
0.049000,-0.6527,-0.3443,0.6522,0.985
0.051000,-0.6495,-0.3389,0.6649,0.989
0.054000,-0.6453,-0.3330,0.6778,0.993
0.059000,-0.6407,-0.3264,0.6920,0.998
0.060000,-0.6361,-0.3216,0.7066,1.004
0.064000,-0.6304,-0.3179,0.7213,1.009
0.065000,-0.6231,-0.3157,0.7340,1.013
0.067000,-0.6158,-0.3123,0.7447,1.016
0.068000,-0.6087,-0.3118,0.7547,1.018
0.071000,-0.6009,-0.3118,0.7640,1.021
0.083000,-0.5923,-0.3108,0.7711,1.021
0.085000,-0.5870,-0.3106,0.7764,1.022
0.086000,-0.5777,-0.3113,0.7799,1.019
0.086000,-0.5694,-0.3118,0.7818,1.016
0.087000,-0.5616,-0.3142,0.7816,1.012
0.088000,-0.5547,-0.3152,0.7779,1.006
0.089000,-0.5511,-0.3167,0.7762,1.003
0.105000,-0.5467,-0.3218,0.7706,0.998
0.106000,-0.5418,-0.3235,0.7655,0.992
0.107000,-0.5379,-0.3243,0.7576,0.984
0.107000,-0.5357,-0.3255,0.7508,0.978
0.108000,-0.5342,-0.3264,0.7415,0.970
0.109000,-0.5340,-0.3272,0.7357,0.966
0.109000,-0.5374,-0.3277,0.7274,0.962
0.110000,-0.5411,-0.3299,0.7200,0.959
0.111000,-0.5474,-0.3311,0.7135,0.958
0.111000,-0.5577,-0.3338,0.7066,0.960
0.114000,-0.5665,-0.3387,0.6998,0.962
0.115000,-0.5772,-0.3421,0.6949,0.966
0.118000,-0.5840,-0.3448,0.6856,0.964
0.121000,-0.5955,-0.3479,0.6754,0.965
0.125000,-0.6050,-0.3489,0.6673,0.966
0.126000,-0.6138,-0.3477,0.6592,0.966
0.129000,-0.6194,-0.3465,0.6487,0.962
0.130000,-0.6241,-0.3455,0.6404,0.959
0.133000,-0.6295,-0.3477,0.6324,0.958
0.134000,-0.6348,-0.3470,0.6243,0.956
0.136000,-0.6397,-0.3479,0.6204,0.957
0.139000,-0.6458,-0.3511,0.6158,0.959
0.142000,-0.6514,-0.3514,0.6116,0.960
0.146000,-0.6551,-0.3531,0.6077,0.961
0.146000,-0.6610,-0.3526,0.6053,0.963
0.149000,-0.6688,-0.3521,0.6046,0.968
0.151000,-0.6744,-0.3511,0.6038,0.971
0.153000,-0.6815,-0.3509,0.6046,0.976
0.155000,-0.6890,-0.3492,0.6050,0.981
0.171000,-0.6932,-0.3462,0.6058,0.984
0.172000,-0.6964,-0.3455,0.6080,0.987
0.173000,-0.7005,-0.3421,0.6131,0.992
0.174000,-0.7020,-0.3426,0.6153,0.994
0.175000,-0.7010,-0.3396,0.6185,0.995
0.175000,-0.6990,-0.3391,0.6236,0.996
0.176000,-0.6944,-0.3382,0.6317,0.998
0.177000,-0.6866,-0.3369,0.6397,0.997
0.178000,-0.6812,-0.3367,0.6444,0.996
0.194000,-0.6756,-0.3367,0.6517,0.997
0.195000,-0.6693,-0.3362,0.6588,0.997
0.196000,-0.6627,-0.3389,0.6641,0.998
0.196000,-0.6539,-0.3387,0.6675,0.994
0.197000,-0.6453,-0.3384,0.6705,0.990
0.198000,-0.6370,-0.3394,0.6719,0.986
0.199000,-0.6277,-0.3367,0.6710,0.979
0.200000,-0.6170,-0.3367,0.6712,0.972
0.200000,-0.6107,-0.3360,0.6717,0.968
0.201000,-0.6050,-0.3345,0.6746,0.966
0.219000,-0.6021,-0.3355,0.6776,0.967
0.220000,-0.5982,-0.3374,0.6793,0.966
0.220000,-0.5970,-0.3372,0.6829,0.968
0.221000,-0.5933,-0.3389,0.6861,0.968
0.221000,-0.5948,-0.3409,0.6893,0.972
0.221000,-0.5963,-0.3411,0.6915,0.975
0.222000,-0.5950,-0.3413,0.6932,0.975
0.222000,-0.5945,-0.3409,0.6925,0.974
0.222000,-0.5941,-0.3421,0.6932,0.975
0.225000,-0.5933,-0.3426,0.6939,0.975
0.229000,-0.5928,-0.3409,0.6925,0.973
0.230000,-0.5967,-0.3391,0.6917,0.974
0.232000,-0.5980,-0.3355,0.6903,0.973
0.233000,-0.6016,-0.3333,0.6890,0.974
0.236000,-0.6024,-0.3308,0.6871,0.972
0.238000,-0.6055,-0.3304,0.6859,0.973
0.242000,-0.6080,-0.3301,0.6871,0.975
0.245000,-0.6114,-0.3296,0.6861,0.976
0.245000,-0.6141,-0.3291,0.6861,0.978
0.248000,-0.6173,-0.3326,0.6842,0.980
0.250000,-0.6209,-0.3338,0.6822,0.981
0.252000,-0.6214,-0.3355,0.6802,0.981
0.255000,-0.6236,-0.3352,0.6776,0.980
0.260000,-0.6243,-0.3345,0.6722,0.976
0.260000,-0.6241,-0.3326,0.6675,0.972
0.262000,-0.6265,-0.3316,0.6624,0.970
0.264000,-0.6273,-0.3296,0.6573,0.967
0.267000,-0.6317,-0.3301,0.6539,0.967
0.269000,-0.6361,-0.3311,0.6514,0.969
0.272000,-0.6448,-0.3316,0.6531,0.976
0.283000,-0.6497,-0.3301,0.6519,0.978
0.284000,-0.6580,-0.3296,0.6512,0.983
0.285000,-0.6624,-0.3296,0.6529,0.987
0.286000,-0.6649,-0.3294,0.6522,0.988
0.286000,-0.6661,-0.3318,0.6549,0.991
0.287000,-0.6661,-0.3316,0.6561,0.992
0.289000,-0.6649,-0.3308,0.6561,0.991
0.291000,-0.6612,-0.3284,0.6585,0.989
0.313000,-0.6566,-0.3304,0.6612,0.989
0.314000,-0.6534,-0.3304,0.6607,0.986
0.316000,-0.6519,-0.3321,0.6612,0.986
0.317000,-0.6509,-0.3313,0.6612,0.985
0.318000,-0.6500,-0.3318,0.6614,0.985
0.319000,-0.6468,-0.3304,0.6619,0.983
0.320000,-0.6429,-0.3308,0.6614,0.980
0.321000,-0.6400,-0.3301,0.6632,0.979
0.322000,-0.6341,-0.3296,0.6646,0.976
0.323000,-0.6285,-0.3284,0.6661,0.973
0.325000,-0.6256,-0.3291,0.6671,0.972
0.326000,-0.6229,-0.3301,0.6700,0.973
0.328000,-0.6224,-0.3284,0.6744,0.975
0.330000,-0.6216,-0.3267,0.6759,0.975
0.331000,-0.6202,-0.3272,0.6780,0.975
0.333000,-0.6192,-0.3262,0.6802,0.976
0.335000,-0.6168,-0.3264,0.6832,0.977
0.336000,-0.6146,-0.3279,0.6844,0.977
0.338000,-0.6107,-0.3286,0.6876,0.977
0.340000,-0.6075,-0.3274,0.6885,0.975
0.344000,-0.6048,-0.3272,0.6910,0.975
0.345000,-0.6028,-0.3272,0.6898,0.973
0.346000,-0.6014,-0.3262,0.6907,0.972
0.349000,-0.6016,-0.3272,0.6905,0.973
0.350000,-0.6026,-0.3264,0.6900,0.973
0.352000,-0.6046,-0.3260,0.6915,0.975
0.354000,-0.6063,-0.3262,0.6927,0.977
0.356000,-0.6068,-0.3235,0.6951,0.978
0.359000,-0.6075,-0.3196,0.6983,0.979
0.361000,-0.6085,-0.3199,0.6998,0.981
0.364000,-0.6082,-0.3194,0.7032,0.983
0.366000,-0.6124,-0.3174,0.7054,0.987
0.368000,-0.6175,-0.3167,0.7056,0.990
0.371000,-0.6216,-0.3181,0.7076,0.994
0.376000,-0.6256,-0.3177,0.7061,0.995
0.376000,-0.6280,-0.3177,0.7027,0.995
0.387000,-0.6309,-0.3172,0.7015,0.995
0.388000,-0.6285,-0.3177,0.6964,0.990
0.389000,-0.6287,-0.3189,0.6927,0.988
0.390000,-0.6285,-0.3194,0.6851,0.983
0.391000,-0.6275,-0.3196,0.6805,0.979
0.391000,-0.6273,-0.3221,0.6768,0.977
0.395000,-0.6268,-0.3233,0.6746,0.976
0.397000,-0.6270,-0.3247,0.6719,0.975
0.398000,-0.6307,-0.3282,0.6697,0.977
0.403000,-0.6302,-0.3306,0.6673,0.976
0.404000,-0.6299,-0.3306,0.6656,0.974
0.404000,-0.6314,-0.3318,0.6602,0.972
0.406000,-0.6336,-0.3343,0.6551,0.971
0.411000,-0.6341,-0.3343,0.6512,0.968
0.412000,-0.6375,-0.3355,0.6492,0.970
0.414000,-0.6392,-0.3345,0.6473,0.969
0.416000,-0.6414,-0.3343,0.6446,0.969
0.418000,-0.6424,-0.3318,0.6448,0.969
0.420000,-0.6458,-0.3326,0.6451,0.971
0.422000,-0.6448,-0.3326,0.6463,0.972
0.425000,-0.6453,-0.3299,0.6514,0.974
0.427000,-0.6451,-0.3272,0.6529,0.974
0.430000,-0.6458,-0.3279,0.6588,0.979
0.432000,-0.6473,-0.3274,0.6624,0.982
0.434000,-0.6478,-0.3264,0.6654,0.984
0.437000,-0.6475,-0.3282,0.6700,0.988
0.445000,-0.6448,-0.3243,0.6744,0.988
0.446000,-0.6446,-0.3257,0.6776,0.990
0.446000,-0.6422,-0.3230,0.6802,0.990
0.448000,-0.6382,-0.3206,0.6832,0.988
0.451000,-0.6336,-0.3221,0.6856,0.988
0.452000,-0.6297,-0.3199,0.6888,0.987
0.453000,-0.6280,-0.3189,0.6883,0.985
0.456000,-0.6258,-0.3189,0.6905,0.985
0.458000,-0.6226,-0.3191,0.6912,0.984
0.460000,-0.6199,-0.3194,0.6910,0.982
0.462000,-0.6177,-0.3191,0.6915,0.981
0.465000,-0.6160,-0.3189,0.6903,0.979
0.467000,-0.6158,-0.3199,0.6920,0.980
0.470000,-0.6153,-0.3199,0.6934,0.981
0.472000,-0.6148,-0.3201,0.6934,0.980
0.483000,-0.6121,-0.3223,0.6915,0.978
0.484000,-0.6121,-0.3206,0.6878,0.975
0.485000,-0.6114,-0.3228,0.6851,0.973
0.485000,-0.6077,-0.3247,0.6851,0.972
0.486000,-0.6082,-0.3264,0.6854,0.973
0.487000,-0.6077,-0.3277,0.6839,0.972
0.488000,-0.6099,-0.3262,0.6820,0.971
0.493000,-0.6116,-0.3262,0.6788,0.970
0.496000,-0.6131,-0.3267,0.6751,0.969
0.498000,-0.6153,-0.3267,0.6739,0.969
0.499000,-0.6190,-0.3284,0.6712,0.970
0.503000,-0.6204,-0.3284,0.6690,0.970
0.505000,-0.6253,-0.3279,0.6680,0.972
0.505000,-0.6304,-0.3247,0.6661,0.973
0.512000,-0.6356,-0.3233,0.6654,0.975
0.513000,-0.6395,-0.3228,0.6658,0.978
0.513000,-0.6409,-0.3208,0.6654,0.978
0.515000,-0.6419,-0.3216,0.6661,0.979
0.518000,-0.6434,-0.3216,0.6666,0.981
0.520000,-0.6444,-0.3228,0.6680,0.983
0.522000,-0.6456,-0.3255,0.6693,0.985
0.528000,-0.6451,-0.3264,0.6710,0.986
0.529000,-0.6463,-0.3262,0.6732,0.989
0.529000,-0.6431,-0.3250,0.6712,0.985
0.531000,-0.6412,-0.3255,0.6697,0.983
0.534000,-0.6390,-0.3250,0.6710,0.982
0.540000,-0.6373,-0.3230,0.6707,0.980
0.541000,-0.6351,-0.3201,0.6734,0.979
0.542000,-0.6348,-0.3191,0.6724,0.978
0.545000,-0.6370,-0.3179,0.6741,0.980
0.546000,-0.6368,-0.3189,0.6768,0.982
0.555000,-0.6361,-0.3189,0.6780,0.983
0.556000,-0.6317,-0.3221,0.6785,0.981
0.560000,-0.6287,-0.3221,0.6807,0.981
0.561000,-0.6258,-0.3216,0.6820,0.980
0.561000,-0.6241,-0.3240,0.6824,0.980
0.562000,-0.6231,-0.3262,0.6829,0.980
0.565000,-0.6221,-0.3282,0.6802,0.979
0.565000,-0.6199,-0.3304,0.6771,0.976
0.566000,-0.6173,-0.3308,0.6768,0.974
0.569000,-0.6165,-0.3318,0.6773,0.974
0.571000,-0.6163,-0.3306,0.6759,0.973
0.573000,-0.6151,-0.3311,0.6768,0.973
0.585000,-0.6131,-0.3311,0.6763,0.971
0.586000,-0.6141,-0.3308,0.6761,0.971
0.586000,-0.6153,-0.3308,0.6768,0.973
0.586000,-0.6177,-0.3316,0.6754,0.973
0.587000,-0.6199,-0.3338,0.6715,0.973
0.588000,-0.6246,-0.3338,0.6722,0.976
0.591000,-0.6253,-0.3350,0.6700,0.976
0.593000,-0.6260,-0.3374,0.6685,0.976
0.595000,-0.6277,-0.3350,0.6649,0.974
0.600000,-0.6304,-0.3335,0.6634,0.974
0.600000,-0.6309,-0.3304,0.6597,0.971
0.604000,-0.6309,-0.3299,0.6590,0.970
0.605000,-0.6339,-0.3277,0.6563,0.969
0.607000,-0.6373,-0.3269,0.6549,0.970
0.622000,-0.6407,-0.3257,0.6566,0.973
0.623000,-0.6424,-0.3228,0.6578,0.974
0.623000,-0.6458,-0.3243,0.6583,0.978
0.624000,-0.6475,-0.3252,0.6614,0.981
0.624000,-0.6509,-0.3274,0.6629,0.985
0.625000,-0.6519,-0.3279,0.6661,0.988
0.625000,-0.6490,-0.3291,0.6695,0.989
0.626000,-0.6456,-0.3299,0.6707,0.988
0.631000,-0.6419,-0.3304,0.6697,0.985
0.632000,-0.6404,-0.3306,0.6693,0.984
0.633000,-0.6390,-0.3286,0.6702,0.983
0.636000,-0.6356,-0.3289,0.6697,0.980
0.638000,-0.6336,-0.3269,0.6700,0.978
0.640000,-0.6324,-0.3250,0.6700,0.977
0.643000,-0.6329,-0.3245,0.6685,0.976
0.644000,-0.6326,-0.3233,0.6688,0.976
0.647000,-0.6334,-0.3228,0.6724,0.979
0.649000,-0.6326,-0.3213,0.6751,0.979
0.652000,-0.6317,-0.3230,0.6790,0.982
0.654000,-0.6317,-0.3243,0.6837,0.986
0.656000,-0.6295,-0.3272,0.6842,0.986
0.660000,-0.6270,-0.3277,0.6844,0.984
0.662000,-0.6212,-0.3304,0.6863,0.983
0.664000,-0.6182,-0.3304,0.6846,0.980
0.666000,-0.6114,-0.3296,0.6812,0.973
0.669000,-0.6082,-0.3313,0.6805,0.971
0.671000,-0.6043,-0.3311,0.6793,0.968
0.673000,-0.6043,-0.3304,0.6744,0.964
0.685000,-0.6031,-0.3304,0.6727,0.962
0.686000,-0.6046,-0.3335,0.6697,0.962
0.687000,-0.6072,-0.3355,0.6680,0.963
0.688000,-0.6089,-0.3367,0.6658,0.963
0.688000,-0.6119,-0.3394,0.6629,0.964
0.689000,-0.6155,-0.3413,0.6636,0.967
0.697000,-0.6170,-0.3418,0.6614,0.967
0.698000,-0.6202,-0.3426,0.6588,0.967
0.699000,-0.6194,-0.3443,0.6573,0.967
0.699000,-0.6209,-0.3450,0.6558,0.967
0.700000,-0.6224,-0.3443,0.6553,0.967
0.702000,-0.6236,-0.3448,0.6512,0.965
0.704000,-0.6256,-0.3448,0.6495,0.965
0.706000,-0.6292,-0.3428,0.6463,0.965
0.709000,-0.6329,-0.3421,0.6431,0.965
0.719000,-0.6339,-0.3413,0.6424,0.965
0.720000,-0.6341,-0.3389,0.6417,0.964
0.720000,-0.6319,-0.3379,0.6424,0.962
0.721000,-0.6329,-0.3377,0.6451,0.965
0.721000,-0.6339,-0.3382,0.6466,0.967
0.723000,-0.6375,-0.3387,0.6524,0.973
0.725000,-0.6395,-0.3374,0.6566,0.977
0.728000,-0.6392,-0.3365,0.6639,0.981
0.730000,-0.6424,-0.3343,0.6685,0.986
0.732000,-0.6414,-0.3313,0.6732,0.987
0.735000,-0.6434,-0.3274,0.6780,0.990
0.737000,-0.6424,-0.3257,0.6815,0.992
0.739000,-0.6419,-0.3245,0.6859,0.994
0.742000,-0.6397,-0.3240,0.6876,0.993
0.747000,-0.6356,-0.3230,0.6885,0.991
0.748000,-0.6324,-0.3228,0.6885,0.989
0.749000,-0.6312,-0.3230,0.6903,0.990
0.754000,-0.6277,-0.3225,0.6893,0.987
0.755000,-0.6277,-0.3225,0.6888,0.986
0.756000,-0.6256,-0.3228,0.6895,0.985
0.759000,-0.6238,-0.3223,0.6922,0.986
0.761000,-0.6216,-0.3218,0.6927,0.985
0.768000,-0.6216,-0.3211,0.6956,0.987
0.768000,-0.6204,-0.3203,0.6949,0.985
0.769000,-0.6187,-0.3211,0.6932,0.983
0.770000,-0.6194,-0.3221,0.6920,0.983
0.773000,-0.6185,-0.3223,0.6925,0.983
0.775000,-0.6190,-0.3243,0.6898,0.982
0.789000,-0.6204,-0.3264,0.6881,0.982
0.790000,-0.6180,-0.3269,0.6863,0.980
0.791000,-0.6163,-0.3289,0.6827,0.977
0.792000,-0.6146,-0.3313,0.6812,0.975
0.792000,-0.6121,-0.3321,0.6780,0.972
0.793000,-0.6107,-0.3328,0.6722,0.967
0.794000,-0.6102,-0.3348,0.6695,0.966
0.795000,-0.6099,-0.3369,0.6675,0.965
0.810000,-0.6116,-0.3367,0.6656,0.965
0.810000,-0.6143,-0.3362,0.6639,0.965
0.811000,-0.6160,-0.3384,0.6634,0.966
0.811000,-0.6204,-0.3372,0.6627,0.968
0.811000,-0.6258,-0.3365,0.6627,0.972
0.812000,-0.6309,-0.3372,0.6641,0.976
0.812000,-0.6361,-0.3355,0.6639,0.979
0.813000,-0.6390,-0.3355,0.6673,0.983
0.818000,-0.6412,-0.3355,0.6658,0.983
0.819000,-0.6426,-0.3348,0.6651,0.984
0.820000,-0.6431,-0.3352,0.6644,0.984
0.822000,-0.6431,-0.3360,0.6649,0.984
0.824000,-0.6431,-0.3374,0.6641,0.984
0.828000,-0.6429,-0.3372,0.6627,0.983
0.829000,-0.6434,-0.3374,0.6607,0.982
0.831000,-0.6439,-0.3355,0.6627,0.983
0.834000,-0.6461,-0.3340,0.6627,0.984
0.836000,-0.6458,-0.3340,0.6627,0.984
0.838000,-0.6441,-0.3323,0.6644,0.983
0.841000,-0.6429,-0.3323,0.6641,0.982
0.844000,-0.6422,-0.3316,0.6646,0.982
0.847000,-0.6429,-0.3335,0.6658,0.984
0.848000,-0.6419,-0.3350,0.6668,0.984
0.850000,-0.6387,-0.3352,0.6685,0.984
0.853000,-0.6361,-0.3365,0.6710,0.984
0.855000,-0.6348,-0.3350,0.6715,0.983
0.857000,-0.6321,-0.3326,0.6729,0.981
0.862000,-0.6285,-0.3306,0.6724,0.978
0.863000,-0.6246,-0.3274,0.6741,0.976
0.865000,-0.6216,-0.3277,0.6763,0.975
0.869000,-0.6180,-0.3304,0.6771,0.974
0.871000,-0.6141,-0.3321,0.6795,0.974
0.872000,-0.6133,-0.3326,0.6824,0.976
0.875000,-0.6131,-0.3343,0.6837,0.977
0.882000,-0.6119,-0.3367,0.6854,0.979
0.883000,-0.6116,-0.3372,0.6866,0.979
0.883000,-0.6114,-0.3387,0.6881,0.981
0.884000,-0.6104,-0.3369,0.6885,0.980
0.891000,-0.6111,-0.3343,0.6888,0.980
0.892000,-0.6124,-0.3335,0.6907,0.982
0.892000,-0.6116,-0.3326,0.6915,0.981
0.893000,-0.6109,-0.3323,0.6907,0.980
0.907000,-0.6114,-0.3326,0.6915,0.981
0.909000,-0.6138,-0.3306,0.6905,0.981
0.910000,-0.6138,-0.3306,0.6925,0.983
0.911000,-0.6151,-0.3338,0.6922,0.984
0.912000,-0.6163,-0.3343,0.6912,0.985
0.928000,-0.6163,-0.3345,0.6895,0.983
0.929000,-0.6155,-0.3352,0.6873,0.982
0.944000,-0.6136,-0.3382,0.6846,0.980
0.945000,-0.6141,-0.3394,0.6817,0.978
0.946000,-0.6146,-0.3382,0.6790,0.976
0.949000,-0.6143,-0.3365,0.6732,0.971
0.950000,-0.6163,-0.3365,0.6680,0.969
0.951000,-0.6173,-0.3360,0.6634,0.966
0.952000,-0.6180,-0.3352,0.6592,0.964
0.953000,-0.6199,-0.3357,0.6580,0.964
0.954000,-0.6226,-0.3374,0.6583,0.967
0.955000,-0.6246,-0.3384,0.6590,0.969
0.956000,-0.6253,-0.3418,0.6583,0.970
0.957000,-0.6275,-0.3438,0.6590,0.973
0.958000,-0.6290,-0.3435,0.6580,0.973
0.959000,-0.6312,-0.3431,0.6578,0.974
0.959000,-0.6329,-0.3406,0.6573,0.974
0.960000,-0.6331,-0.3387,0.6580,0.974
0.961000,-0.6351,-0.3399,0.6566,0.975
0.961000,-0.6356,-0.3379,0.6568,0.974
0.962000,-0.6343,-0.3374,0.6568,0.973
0.963000,-0.6356,-0.3369,0.6580,0.975
0.964000,-0.6361,-0.3396,0.6610,0.978
0.964000,-0.6370,-0.3421,0.6619,0.980
0.965000,-0.6363,-0.3431,0.6607,0.979
0.966000,-0.6346,-0.3443,0.6605,0.978
0.969000,-0.6334,-0.3418,0.6614,0.978
0.971000,-0.6336,-0.3423,0.6617,0.978
0.973000,-0.6329,-0.3435,0.6617,0.978
0.975000,-0.6326,-0.3445,0.6629,0.979
0.987000,-0.6292,-0.3465,0.6629,0.977
0.988000,-0.6275,-0.3465,0.6627,0.976
0.989000,-0.6248,-0.3470,0.6632,0.975
0.989000,-0.6251,-0.3474,0.6646,0.976
0.991000,-0.6243,-0.3467,0.6644,0.975
0.992000,-0.6236,-0.3440,0.6663,0.975
0.992000,-0.6229,-0.3448,0.6683,0.976
1.010000,-0.6224,-0.3448,0.6702,0.977
1.011000,-0.6214,-0.3426,0.6719,0.977
1.012000,-0.6192,-0.3413,0.6734,0.976
1.013000,-0.6173,-0.3411,0.6749,0.976
1.014000,-0.6163,-0.3399,0.6766,0.976
1.014000,-0.6155,-0.3421,0.6788,0.978
1.015000,-0.6160,-0.3438,0.6846,0.983
1.016000,-0.6151,-0.3443,0.6868,0.984
1.016000,-0.6138,-0.3440,0.6873,0.984
1.017000,-0.6148,-0.3431,0.6888,0.985
1.018000,-0.6131,-0.3394,0.6893,0.983
1.020000,-0.6119,-0.3406,0.6871,0.981
1.023000,-0.6119,-0.3396,0.6876,0.981
1.025000,-0.6099,-0.3401,0.6871,0.980
1.030000,-0.6085,-0.3391,0.6885,0.979
1.033000,-0.6065,-0.3387,0.6878,0.978
1.035000,-0.6065,-0.3360,0.6893,0.978
1.036000,-0.6060,-0.3365,0.6905,0.978
1.037000,-0.6048,-0.3365,0.6900,0.977
1.039000,-0.6041,-0.3369,0.6893,0.976
1.042000,-0.6065,-0.3362,0.6890,0.978
1.045000,-0.6085,-0.3389,0.6895,0.980
1.046000,-0.6094,-0.3396,0.6881,0.980
1.049000,-0.6097,-0.3406,0.6878,0.980
1.052000,-0.6119,-0.3401,0.6861,0.980
1.054000,-0.6124,-0.3396,0.6863,0.981
1.056000,-0.6124,-0.3391,0.6856,0.980
1.059000,-0.6116,-0.3391,0.6829,0.978
1.064000,-0.6129,-0.3389,0.6802,0.976
1.065000,-0.6129,-0.3384,0.6795,0.976
1.066000,-0.6141,-0.3391,0.6783,0.976
1.068000,-0.6182,-0.3411,0.6783,0.979
1.070000,-0.6204,-0.3401,0.6754,0.978
1.073000,-0.6219,-0.3396,0.6737,0.978
1.075000,-0.6234,-0.3401,0.6737,0.979
1.078000,-0.6248,-0.3401,0.6715,0.978
1.091000,-0.6236,-0.3396,0.6715,0.977
1.092000,-0.6241,-0.3384,0.6734,0.979
1.093000,-0.6241,-0.3394,0.6729,0.979
1.094000,-0.6224,-0.3396,0.6749,0.979
1.095000,-0.6234,-0.3411,0.6778,0.982
1.096000,-0.6231,-0.3431,0.6785,0.983
1.097000,-0.6226,-0.3448,0.6785,0.983
1.108000,-0.6221,-0.3440,0.6798,0.984
1.109000,-0.6234,-0.3438,0.6802,0.985
1.110000,-0.6241,-0.3440,0.6771,0.983
1.110000,-0.6248,-0.3455,0.6759,0.983
1.111000,-0.6246,-0.3438,0.6744,0.981
1.111000,-0.6260,-0.3423,0.6732,0.981
1.112000,-0.6273,-0.3433,0.6705,0.980
1.112000,-0.6280,-0.3426,0.6705,0.980
1.115000,-0.6287,-0.3404,0.6715,0.981
1.118000,-0.6297,-0.3396,0.6724,0.982
1.120000,-0.6295,-0.3377,0.6729,0.981
1.122000,-0.6280,-0.3365,0.6749,0.981
1.124000,-0.6268,-0.3367,0.6751,0.981
1.126000,-0.6260,-0.3360,0.6759,0.981
1.129000,-0.6280,-0.3352,0.6766,0.982
1.132000,-0.6273,-0.3348,0.6768,0.982
1.134000,-0.6309,-0.3326,0.6766,0.983
1.136000,-0.6329,-0.3330,0.6773,0.985
1.139000,-0.6339,-0.3323,0.6783,0.986
1.141000,-0.6343,-0.3318,0.6751,0.984
1.143000,-0.6343,-0.3311,0.6751,0.984
1.147000,-0.6346,-0.3326,0.6761,0.985
1.160000,-0.6341,-0.3316,0.6737,0.983
1.160000,-0.6329,-0.3296,0.6749,0.982
1.161000,-0.6324,-0.3306,0.6717,0.980
1.161000,-0.6307,-0.3316,0.6700,0.978
1.162000,-0.6277,-0.3311,0.6654,0.973
1.165000,-0.6280,-0.3321,0.6627,0.971
1.165000,-0.6277,-0.3323,0.6597,0.969
1.166000,-0.6275,-0.3328,0.6563,0.967
1.169000,-0.6251,-0.3362,0.6529,0.964
1.169000,-0.6236,-0.3372,0.6497,0.962
1.172000,-0.6216,-0.3391,0.6495,0.961
1.174000,-0.6209,-0.3374,0.6475,0.958
1.177000,-0.6190,-0.3384,0.6453,0.956
1.186000,-0.6185,-0.3369,0.6426,0.953
1.186000,-0.6163,-0.3369,0.6436,0.953
1.187000,-0.6163,-0.3382,0.6468,0.955
1.188000,-0.6194,-0.3374,0.6478,0.958
1.192000,-0.6219,-0.3365,0.6509,0.961
1.193000,-0.6248,-0.3362,0.6539,0.965
1.202000,-0.6287,-0.3352,0.6568,0.969
1.203000,-0.6314,-0.3367,0.6612,0.974
1.203000,-0.6353,-0.3350,0.6639,0.978
1.204000,-0.6378,-0.3340,0.6663,0.981
1.205000,-0.6397,-0.3345,0.6693,0.984
1.205000,-0.6397,-0.3350,0.6712,0.986
1.208000,-0.6375,-0.3343,0.6722,0.985
1.210000,-0.6358,-0.3340,0.6715,0.983
1.214000,-0.6341,-0.3343,0.6695,0.981
1.216000,-0.6336,-0.3340,0.6690,0.980
1.217000,-0.6326,-0.3343,0.6685,0.979
1.219000,-0.6326,-0.3335,0.6690,0.979
1.222000,-0.6302,-0.3328,0.6707,0.979
1.225000,-0.6302,-0.3323,0.6710,0.979
1.226000,-0.6304,-0.3311,0.6737,0.980
1.230000,-0.6309,-0.3296,0.6754,0.981
1.231000,-0.6299,-0.3279,0.6773,0.981
1.235000,-0.6336,-0.3277,0.6800,0.986
1.236000,-0.6356,-0.3274,0.6815,0.988
1.239000,-0.6390,-0.3262,0.6859,0.993
1.240000,-0.6414,-0.3277,0.6876,0.996
1.243000,-0.6426,-0.3282,0.6885,0.997
1.248000,-0.6436,-0.3284,0.6917,1.000
1.249000,-0.6448,-0.3311,0.6927,1.003
1.254000,-0.6439,-0.3316,0.6949,1.004
1.256000,-0.6422,-0.3321,0.6925,1.001
1.256000,-0.6397,-0.3318,0.6927,1.000
1.260000,-0.6395,-0.3308,0.6915,0.998
1.260000,-0.6370,-0.3318,0.6878,0.994
