time,gFx,gFy,gFz,TgF
82.149000,-0.5560,1.1393,0.4229,1.336
82.151000,-0.5494,1.1378,0.4151,1.330
82.155000,-0.5447,1.1376,0.4124,1.327
82.156000,-0.5418,1.1368,0.4119,1.325
82.159000,-0.5337,1.1334,0.4183,1.321
82.161000,-0.5250,1.1320,0.4266,1.319
82.163000,-0.5210,1.1339,0.4371,1.322
82.165000,-0.5218,1.1412,0.4500,1.333
82.168000,-0.5225,1.1478,0.4637,1.344
82.172000,-0.5252,1.1551,0.4761,1.355
82.175000,-0.5286,1.1671,0.4883,1.371
82.177000,-0.5313,1.1791,0.4979,1.386
82.178000,-0.5350,1.1940,0.5091,1.404
82.180000,-0.5389,1.2108,0.5186,1.423
82.186000,-0.5396,1.2264,0.5269,1.440
82.187000,-0.5428,1.2396,0.5311,1.454
82.192000,-0.5447,1.2531,0.5328,1.467
82.193000,-0.5474,1.2675,0.5291,1.479
82.194000,-0.5462,1.2850,0.5252,1.492
82.195000,-0.5406,1.3038,0.5171,1.503
82.199000,-0.5311,1.3212,0.5093,1.512
82.200000,-0.5201,1.3371,0.4998,1.519
82.201000,-0.5086,1.3515,0.4910,1.525
82.218000,-0.4949,1.3656,0.4825,1.531
82.219000,-0.4856,1.3842,0.4712,1.541
82.220000,-0.4739,1.4003,0.4639,1.549
82.221000,-0.4588,1.4147,0.4556,1.555
82.222000,-0.4449,1.4240,0.4449,1.557
82.222000,-0.4305,1.4308,0.4361,1.556
82.223000,-0.4141,1.4379,0.4251,1.556
82.224000,-0.3963,1.4450,0.4131,1.554
82.226000,-0.3829,1.4501,0.3990,1.552
82.226000,-0.3697,1.4547,0.3819,1.549
82.234000,-0.3577,1.4547,0.3682,1.543
82.235000,-0.3433,1.4530,0.3501,1.534
82.235000,-0.3311,1.4450,0.3308,1.519
82.235000,-0.3191,1.4359,0.3079,1.503
82.236000,-0.3111,1.4218,0.2859,1.483
82.239000,-0.3047,1.4088,0.2581,1.464
82.241000,-0.2959,1.3930,0.2344,1.443
82.243000,-0.2859,1.3749,0.2056,1.419
82.245000,-0.2749,1.3566,0.1765,1.395
82.248000,-0.2625,1.3361,0.1492,1.370
82.250000,-0.2481,1.3141,0.1231,1.343
82.252000,-0.2320,1.2907,0.1006,1.315
82.256000,-0.2146,1.2648,0.0811,1.285
82.258000,-0.1975,1.2413,0.0647,1.259
82.260000,-0.1843,1.2128,0.0523,1.228
82.262000,-0.1736,1.1842,0.0391,1.197
82.264000,-0.1670,1.1537,0.0295,1.166
82.269000,-0.1616,1.1261,0.0195,1.138
82.269000,-0.1555,1.0975,0.0076,1.109
82.272000,-0.1533,1.0734,-0.0076,1.084
82.274000,-0.1519,1.0480,-0.0183,1.059
82.276000,-0.1482,1.0238,-0.0298,1.035
82.279000,-0.1445,1.0052,-0.0391,1.016
82.281000,-0.1392,0.9828,-0.0459,0.994
82.284000,-0.1348,0.9632,-0.0493,0.974
82.286000,-0.1267,0.9457,-0.0496,0.955
82.292000,-0.1187,0.9300,-0.0479,0.939
82.293000,-0.1089,0.9171,-0.0383,0.924
82.294000,-0.1006,0.9051,-0.0298,0.911
82.295000,-0.0894,0.8949,-0.0178,0.899
82.298000,-0.0820,0.8858,-0.0066,0.890
82.300000,-0.0747,0.8785,0.0095,0.882
82.303000,-0.0686,0.8690,0.0261,0.872
82.309000,-0.0625,0.8656,0.0437,0.869
82.310000,-0.0608,0.8609,0.0598,0.865
82.310000,-0.0598,0.8602,0.0781,0.866
82.311000,-0.0615,0.8600,0.0994,0.868
82.314000,-0.0625,0.8651,0.1221,0.876
82.317000,-0.0662,0.8734,0.1450,0.888
82.319000,-0.0737,0.8812,0.1665,0.900
82.322000,-0.0803,0.8900,0.1873,0.913
82.324000,-0.0884,0.8973,0.2061,0.925
82.327000,-0.0950,0.9059,0.2210,0.937
82.328000,-0.1047,0.9102,0.2337,0.946
82.331000,-0.1128,0.9171,0.2429,0.955
82.333000,-0.1216,0.9234,0.2520,0.965
82.335000,-0.1306,0.9295,0.2586,0.974
82.340000,-0.1392,0.9334,0.2635,0.980
82.341000,-0.1460,0.9366,0.2678,0.985
82.343000,-0.1533,0.9381,0.2720,0.989
82.345000,-0.1602,0.9403,0.2737,0.992
82.347000,-0.1687,0.9403,0.2779,0.995
82.350000,-0.1751,0.9395,0.2793,0.996
82.353000,-0.1802,0.9361,0.2783,0.993
82.356000,-0.1841,0.9334,0.2771,0.991
82.359000,-0.1875,0.9286,0.2725,0.986
82.361000,-0.1924,0.9217,0.2652,0.978
82.362000,-0.1983,0.9146,0.2556,0.970
82.364000,-0.2056,0.9051,0.2447,0.960
82.367000,-0.2139,0.8941,0.2332,0.948
82.369000,-0.2217,0.8827,0.2190,0.936
82.373000,-0.2288,0.8709,0.2044,0.923
82.375000,-0.2346,0.8560,0.1914,0.908
82.376000,-0.2400,0.8409,0.1756,0.892
82.378000,-0.2434,0.8260,0.1611,0.876
82.380000,-0.2461,0.8082,0.1470,0.858
82.382000,-0.2525,0.7901,0.1358,0.841
82.385000,-0.2525,0.7721,0.1233,0.822
82.390000,-0.2544,0.7520,0.1128,0.802
82.391000,-0.2576,0.7320,0.1038,0.783
82.395000,-0.2576,0.7159,0.0952,0.767
82.396000,-0.2583,0.6954,0.0864,0.747
82.399000,-0.2564,0.6756,0.0791,0.727
82.400000,-0.2549,0.6588,0.0737,0.710
82.404000,-0.2515,0.6422,0.0706,0.693
82.405000,-0.2488,0.6251,0.0684,0.676
82.425000,-0.2412,0.6087,0.0706,0.659
82.432000,-0.2354,0.5953,0.0730,0.644
82.433000,-0.2263,0.5818,0.0769,0.629
82.435000,-0.2195,0.5672,0.0828,0.614
82.439000,-0.2117,0.5560,0.0911,0.602
82.441000,-0.2034,0.5462,0.1004,0.591
82.445000,-0.1963,0.5374,0.1091,0.582
82.445000,-0.1885,0.5294,0.1179,0.574
82.446000,-0.1834,0.5213,0.1267,0.567
82.447000,-0.1807,0.5140,0.1375,0.562
82.448000,-0.1787,0.5088,0.1460,0.559
82.449000,-0.1792,0.5040,0.1541,0.557
82.454000,-0.1792,0.5001,0.1607,0.555
82.456000,-0.1799,0.4961,0.1668,0.553
82.456000,-0.1831,0.4932,0.1707,0.553
82.458000,-0.1846,0.4903,0.1778,0.553
82.459000,-0.1873,0.4869,0.1846,0.553
82.460000,-0.1904,0.4871,0.1900,0.556
82.461000,-0.1924,0.4871,0.1958,0.559
82.461000,-0.1939,0.4883,0.2036,0.563
82.462000,-0.1922,0.4910,0.2132,0.569
82.463000,-0.1936,0.4918,0.2193,0.572
82.464000,-0.1926,0.4932,0.2256,0.576
82.465000,-0.1929,0.4961,0.2312,0.580
82.478000,-0.1926,0.4998,0.2378,0.586
82.480000,-0.1917,0.5010,0.2447,0.590
82.480000,-0.1909,0.5047,0.2512,0.595
82.481000,-0.1895,0.5081,0.2588,0.601
82.481000,-0.1868,0.5096,0.2659,0.604
82.482000,-0.1853,0.5167,0.2713,0.612
82.482000,-0.1839,0.5210,0.2776,0.618
82.482000,-0.1853,0.5269,0.2840,0.627
82.484000,-0.1856,0.5337,0.2901,0.635
82.484000,-0.1880,0.5420,0.2967,0.646
82.486000,-0.1890,0.5523,0.3040,0.658
82.492000,-0.1914,0.5626,0.3135,0.672
82.492000,-0.1963,0.5713,0.3235,0.685
82.494000,-0.2017,0.5801,0.3311,0.698
82.496000,-0.2083,0.5889,0.3377,0.710
82.498000,-0.2124,0.5941,0.3421,0.718
82.500000,-0.2146,0.6021,0.3428,0.725
82.503000,-0.2207,0.6097,0.3465,0.735
82.507000,-0.2290,0.6192,0.3472,0.746
82.508000,-0.2364,0.6290,0.3482,0.757
82.510000,-0.2420,0.6390,0.3496,0.768
82.512000,-0.2471,0.6485,0.3521,0.778
82.514000,-0.2517,0.6605,0.3533,0.790
82.517000,-0.2574,0.6673,0.3553,0.799
82.521000,-0.2608,0.6780,0.3550,0.809
82.525000,-0.2644,0.6846,0.3562,0.816
82.527000,-0.2681,0.6937,0.3565,0.825
82.527000,-0.2708,0.7034,0.3562,0.834
82.531000,-0.2752,0.7122,0.3557,0.842
82.532000,-0.2798,0.7203,0.3516,0.849
82.534000,-0.2827,0.7264,0.3484,0.854
82.536000,-0.2871,0.7354,0.3457,0.862
82.539000,-0.2910,0.7445,0.3450,0.871
82.541000,-0.2940,0.7530,0.3438,0.878
82.544000,-0.2967,0.7613,0.3448,0.887
82.546000,-0.2979,0.7701,0.3457,0.895
82.548000,-0.2993,0.7791,0.3450,0.903
82.551000,-0.3023,0.7877,0.3438,0.911
82.553000,-0.3037,0.7943,0.3418,0.917
82.557000,-0.3050,0.8014,0.3365,0.921
82.559000,-0.3055,0.8094,0.3333,0.927
82.560000,-0.3055,0.8170,0.3282,0.932
82.563000,-0.3042,0.8255,0.3235,0.937
82.565000,-0.3045,0.8314,0.3184,0.941
82.567000,-0.3020,0.8397,0.3135,0.946
82.569000,-0.2989,0.8455,0.3084,0.948
82.574000,-0.2932,0.8502,0.3023,0.949
82.575000,-0.2910,0.8541,0.2957,0.950
82.580000,-0.2867,0.8580,0.2893,0.950
82.581000,-0.2845,0.8607,0.2859,0.950
82.582000,-0.2823,0.8621,0.2793,0.949
82.584000,-0.2781,0.8651,0.2769,0.950
82.586000,-0.2759,0.8668,0.2720,0.949
82.595000,-0.2759,0.8687,0.2661,0.950
82.597000,-0.2754,0.8709,0.2605,0.950
82.598000,-0.2774,0.8702,0.2574,0.949
82.599000,-0.2771,0.8722,0.2559,0.950
82.600000,-0.2779,0.8714,0.2547,0.949
82.601000,-0.2813,0.8695,0.2510,0.948
82.603000,-0.2830,0.8692,0.2473,0.947
82.617000,-0.2835,0.8709,0.2444,0.948
82.618000,-0.2842,0.8709,0.2385,0.947
82.619000,-0.2796,0.8719,0.2354,0.945
82.619000,-0.2791,0.8714,0.2324,0.944
82.620000,-0.2747,0.8709,0.2300,0.942
82.644000,-0.2703,0.8717,0.2312,0.941
82.645000,-0.2659,0.8722,0.2332,0.941
82.645000,-0.2649,0.8763,0.2371,0.946
82.646000,-0.2639,0.8817,0.2405,0.951
82.646000,-0.2647,0.8839,0.2451,0.955
82.647000,-0.2632,0.8866,0.2483,0.958
82.647000,-0.2613,0.8914,0.2539,0.963
82.647000,-0.2600,0.8980,0.2605,0.971
82.648000,-0.2583,0.9059,0.2666,0.979
82.648000,-0.2576,0.9115,0.2740,0.986
82.649000,-0.2613,0.9171,0.2810,0.994
82.649000,-0.2635,0.9212,0.2879,1.000
82.651000,-0.2681,0.9276,0.2945,1.009
82.651000,-0.2725,0.9344,0.3037,1.020
82.652000,-0.2769,0.9437,0.3135,1.032
82.652000,-0.2803,0.9537,0.3221,1.045
82.654000,-0.2884,0.9620,0.3274,1.056
82.660000,-0.2964,0.9710,0.3343,1.069
82.661000,-0.3037,0.9801,0.3404,1.081
82.665000,-0.3120,0.9877,0.3482,1.093
82.665000,-0.3191,0.9979,0.3575,1.107
82.667000,-0.3282,1.0079,0.3650,1.121
82.668000,-0.3369,1.0150,0.3738,1.133
82.671000,-0.3489,1.0282,0.3853,1.152
82.677000,-0.3614,1.0389,0.3960,1.169
82.678000,-0.3753,1.0504,0.4085,1.188
82.679000,-0.3870,1.0607,0.4209,1.205
82.681000,-0.3973,1.0712,0.4327,1.222
82.683000,-0.4080,1.0807,0.4405,1.236
82.685000,-0.4185,1.0890,0.4532,1.252
82.688000,-0.4278,1.1024,0.4666,1.271
82.699000,-0.4366,1.1141,0.4803,1.289
82.700000,-0.4422,1.1251,0.4915,1.305
82.701000,-0.4505,1.1341,0.5001,1.319
82.701000,-0.4578,1.1432,0.5071,1.332
82.715000,-0.4644,1.1522,0.5132,1.344
82.716000,-0.4703,1.1610,0.5174,1.355
82.716000,-0.4751,1.1669,0.5201,1.363
82.717000,-0.4827,1.1754,0.5247,1.375
82.718000,-0.4861,1.1847,0.5284,1.385
82.719000,-0.4913,1.1954,0.5328,1.398
82.719000,-0.4961,1.2050,0.5362,1.409
82.720000,-0.5005,1.2145,0.5372,1.419
82.720000,-0.5074,1.2233,0.5369,1.429
82.720000,-0.5140,1.2282,0.5337,1.434
82.725000,-0.5196,1.2379,0.5269,1.442
82.726000,-0.5230,1.2499,0.5179,1.450
82.727000,-0.5264,1.2631,0.5081,1.460
82.730000,-0.5328,1.2736,0.4969,1.467
82.732000,-0.5394,1.2828,0.4874,1.474
82.735000,-0.5486,1.2953,0.4744,1.485
82.739000,-0.5604,1.3095,0.4637,1.498
82.740000,-0.5709,1.3209,0.4476,1.507
82.742000,-0.5826,1.3344,0.4310,1.518
82.744000,-0.5943,1.3456,0.4126,1.528
82.746000,-0.6048,1.3576,0.3921,1.537
82.748000,-0.6158,1.3678,0.3743,1.546
82.751000,-0.6263,1.3754,0.3553,1.552
82.754000,-0.6390,1.3869,0.3323,1.563
82.758000,-0.6534,1.3925,0.3106,1.569
82.762000,-0.6663,1.3993,0.2881,1.576
82.763000,-0.6827,1.4035,0.2642,1.583
82.764000,-0.6983,1.4091,0.2395,1.591
82.766000,-0.7156,1.4142,0.2168,1.600
82.768000,-0.7337,1.4174,0.1934,1.608
82.771000,-0.7523,1.4191,0.1724,1.615
82.775000,-0.7725,1.4166,0.1560,1.621
82.779000,-0.7899,1.4079,0.1394,1.620
82.780000,-0.7999,1.3959,0.1262,1.614
82.781000,-0.8077,1.3827,0.1184,1.606
82.785000,-0.8099,1.3654,0.1128,1.592
82.787000,-0.8089,1.3449,0.1052,1.573
82.788000,-0.8033,1.3231,0.0991,1.551
82.790000,-0.7930,1.2985,0.0977,1.525
82.793000,-0.7794,1.2694,0.0991,1.493
82.794000,-0.7635,1.2433,0.1028,1.463
82.797000,-0.7449,1.2140,0.1091,1.429
82.799000,-0.7266,1.1840,0.1145,1.394
82.801000,-0.7083,1.1517,0.1226,1.358
82.803000,-0.6927,1.1207,0.1306,1.324
82.806000,-0.6810,1.0890,0.1372,1.292
82.814000,-0.6719,1.0585,0.1441,1.262
82.814000,-0.6651,1.0306,0.1524,1.236
82.815000,-0.6580,1.0069,0.1575,1.213
82.815000,-0.6541,0.9830,0.1638,1.192
82.820000,-0.6522,0.9593,0.1702,1.172
82.830000,-0.6505,0.9359,0.1712,1.153
82.831000,-0.6461,0.9115,0.1704,1.130
82.831000,-0.6426,0.8890,0.1680,1.110
82.832000,-0.6351,0.8722,0.1670,1.092
82.832000,-0.6273,0.8563,0.1658,1.074
82.834000,-0.6199,0.8424,0.1633,1.059
82.835000,-0.6143,0.8309,0.1641,1.046
82.837000,-0.6077,0.8221,0.1646,1.036
82.841000,-0.6016,0.8128,0.1648,1.025
82.846000,-0.5955,0.8045,0.1653,1.015
82.846000,-0.5860,0.7967,0.1690,1.003
82.847000,-0.5814,0.7884,0.1714,0.994
82.848000,-0.5801,0.7828,0.1736,0.990
82.850000,-0.5784,0.7784,0.1782,0.986
82.852000,-0.5760,0.7757,0.1804,0.983
82.855000,-0.5731,0.7745,0.1839,0.981
82.858000,-0.5723,0.7745,0.1863,0.981
82.860000,-0.5743,0.7799,0.1897,0.987
82.862000,-0.5770,0.7813,0.1904,0.990
82.865000,-0.5821,0.7830,0.1941,0.995
82.867000,-0.5848,0.7896,0.1956,1.002
82.870000,-0.5831,0.7965,0.2034,1.008
82.872000,-0.5818,0.8035,0.2075,1.014
82.875000,-0.5799,0.8114,0.2124,1.020
82.878000,-0.5799,0.8180,0.2173,1.026
82.879000,-0.5779,0.8250,0.2256,1.032
82.882000,-0.5767,0.8314,0.2346,1.039
82.885000,-0.5733,0.8372,0.2425,1.043
82.886000,-0.5689,0.8436,0.2476,1.047
82.889000,-0.5635,0.8468,0.2525,1.048
82.900000,-0.5572,0.8519,0.2581,1.050
82.901000,-0.5506,0.8546,0.2632,1.050
82.901000,-0.5467,0.8553,0.2720,1.051
82.902000,-0.5372,0.8585,0.2744,1.049
82.905000,-0.5313,0.8585,0.2774,1.047
82.907000,-0.5228,0.8592,0.2801,1.044
82.926000,-0.5171,0.8597,0.2813,1.042
82.927000,-0.5096,0.8609,0.2825,1.040
82.927000,-0.5005,0.8580,0.2815,1.032
82.928000,-0.4952,0.8548,0.2801,1.027
82.928000,-0.4903,0.8514,0.2766,1.021
82.928000,-0.4842,0.8463,0.2722,1.012
82.929000,-0.4783,0.8397,0.2644,1.002
82.929000,-0.4720,0.8343,0.2586,0.993
82.929000,-0.4637,0.8272,0.2488,0.980
82.930000,-0.4585,0.8184,0.2403,0.968
82.930000,-0.4527,0.8106,0.2322,0.957
82.931000,-0.4463,0.8035,0.2212,0.945
82.933000,-0.4383,0.7948,0.2132,0.932
82.940000,-0.4300,0.7879,0.2053,0.921
82.941000,-0.4227,0.7784,0.1963,0.907
82.941000,-0.4112,0.7713,0.1890,0.894
82.945000,-0.4007,0.7645,0.1819,0.882
82.948000,-0.3907,0.7550,0.1756,0.868
82.949000,-0.3792,0.7479,0.1721,0.856
82.950000,-0.3684,0.7413,0.1680,0.845
82.952000,-0.3587,0.7330,0.1631,0.832
82.954000,-0.3477,0.7266,0.1580,0.821
82.959000,-0.3399,0.7186,0.1543,0.810
82.960000,-0.3308,0.7083,0.1458,0.795
82.961000,-0.3233,0.7015,0.1387,0.785
82.964000,-0.3164,0.6934,0.1333,0.774
82.967000,-0.3103,0.6873,0.1282,0.765
82.969000,-0.3020,0.6788,0.1218,0.753
82.971000,-0.2959,0.6729,0.1150,0.744
82.973000,-0.2874,0.6675,0.1104,0.735
82.978000,-0.2788,0.6632,0.1060,0.727
82.978000,-0.2710,0.6575,0.0996,0.718
82.981000,-0.2649,0.6536,0.0962,0.712
82.984000,-0.2586,0.6463,0.0921,0.702
82.985000,-0.2554,0.6409,0.0879,0.696
82.988000,-0.2517,0.6348,0.0842,0.688
82.990000,-0.2471,0.6295,0.0820,0.681
82.999000,-0.2437,0.6229,0.0774,0.673
83.000000,-0.2429,0.6180,0.0752,0.668
83.001000,-0.2407,0.6146,0.0767,0.664
83.004000,-0.2405,0.6097,0.0776,0.660
83.004000,-0.2383,0.6085,0.0816,0.659
83.006000,-0.2351,0.6050,0.0830,0.654
83.007000,-0.2344,0.6033,0.0867,0.653
83.012000,-0.2337,0.5984,0.0923,0.649
83.013000,-0.2356,0.5958,0.0969,0.648
83.014000,-0.2373,0.5926,0.1018,0.646
83.016000,-0.2400,0.5899,0.1084,0.646
83.019000,-0.2403,0.5865,0.1145,0.644
83.021000,-0.2393,0.5836,0.1187,0.642
83.023000,-0.2417,0.5794,0.1223,0.640
83.028000,-0.2405,0.5750,0.1272,0.636
83.029000,-0.2395,0.5726,0.1336,0.635
83.030000,-0.2398,0.5694,0.1384,0.633
83.033000,-0.2381,0.5655,0.1411,0.630
83.035000,-0.2366,0.5604,0.1445,0.625
83.038000,-0.2342,0.5560,0.1475,0.621
83.039000,-0.2322,0.5530,0.1528,0.619
83.043000,-0.2298,0.5489,0.1582,0.616
83.045000,-0.2263,0.5457,0.1624,0.613
83.047000,-0.2227,0.5406,0.1655,0.608
83.050000,-0.2180,0.5359,0.1692,0.603
83.052000,-0.2168,0.5340,0.1738,0.602
83.054000,-0.2139,0.5311,0.1778,0.599
83.056000,-0.2102,0.5279,0.1804,0.596
83.060000,-0.2080,0.5254,0.1863,0.595
83.063000,-0.2063,0.5252,0.1912,0.596
83.064000,-0.2051,0.5235,0.1953,0.595
83.066000,-0.2044,0.5228,0.2007,0.596
83.069000,-0.2024,0.5232,0.2066,0.598
83.071000,-0.2019,0.5220,0.2151,0.600
83.073000,-0.2000,0.5223,0.2224,0.602
83.078000,-0.1975,0.5218,0.2305,0.604
83.079000,-0.1980,0.5203,0.2368,0.605
83.080000,-0.2005,0.5210,0.2451,0.610
83.083000,-0.2029,0.5203,0.2478,0.611
83.085000,-0.2061,0.5203,0.2490,0.613
83.087000,-0.2083,0.5210,0.2488,0.614
83.090000,-0.2117,0.5228,0.2476,0.616
83.102000,-0.2158,0.5257,0.2454,0.619
83.103000,-0.2207,0.5311,0.2427,0.624
83.105000,-0.2276,0.5386,0.2398,0.632
83.106000,-0.2361,0.5455,0.2371,0.640
83.107000,-0.2469,0.5501,0.2346,0.647
83.108000,-0.2564,0.5584,0.2315,0.657
83.109000,-0.2676,0.5650,0.2256,0.665
83.110000,-0.2766,0.5718,0.2224,0.673
83.111000,-0.2862,0.5796,0.2197,0.683
83.128000,-0.2932,0.5870,0.2154,0.691
83.129000,-0.2979,0.5953,0.2122,0.699
83.129000,-0.3023,0.6050,0.2075,0.707
83.130000,-0.3059,0.6141,0.2024,0.715
83.130000,-0.3094,0.6246,0.1992,0.725
83.130000,-0.3147,0.6358,0.1944,0.736
83.131000,-0.3206,0.6453,0.1887,0.745
83.131000,-0.3247,0.6546,0.1841,0.754
83.132000,-0.3294,0.6651,0.1812,0.764
83.134000,-0.3365,0.6763,0.1765,0.776
83.137000,-0.3421,0.6876,0.1760,0.788
83.139000,-0.3523,0.6995,0.1729,0.802
83.142000,-0.3609,0.7110,0.1709,0.815
83.144000,-0.3692,0.7244,0.1704,0.831
83.147000,-0.3785,0.7364,0.1699,0.845
83.149000,-0.3860,0.7537,0.1721,0.864
83.151000,-0.3941,0.7703,0.1746,0.883
83.156000,-0.4009,0.7850,0.1780,0.899
83.157000,-0.4080,0.8021,0.1839,0.918
83.162000,-0.4151,0.8197,0.1907,0.938
83.164000,-0.4275,0.8370,0.1983,0.961
83.165000,-0.4407,0.8556,0.2063,0.984
83.166000,-0.4532,0.8739,0.2168,1.008
83.168000,-0.4651,0.8934,0.2283,1.033
83.170000,-0.4783,0.9110,0.2425,1.057
83.182000,-0.4898,0.9305,0.2571,1.083
83.182000,-0.5005,0.9503,0.2757,1.109
83.184000,-0.5147,0.9715,0.2920,1.138
83.185000,-0.5311,0.9925,0.3111,1.168
83.185000,-0.5474,1.0111,0.3284,1.196
83.185000,-0.5643,1.0323,0.3460,1.226
83.187000,-0.5826,1.0533,0.3631,1.257
83.188000,-0.5989,1.0748,0.3785,1.287
83.191000,-0.6146,1.0948,0.3919,1.315
83.195000,-0.6304,1.1144,0.4002,1.341
83.195000,-0.6444,1.1322,0.4087,1.365
83.198000,-0.6556,1.1483,0.4141,1.386
83.200000,-0.6646,1.1632,0.4158,1.403
83.203000,-0.6719,1.1771,0.4141,1.417
83.205000,-0.6778,1.1888,0.4097,1.429
83.207000,-0.6820,1.1986,0.4017,1.436
83.215000,-0.6807,1.2091,0.3938,1.442
83.216000,-0.6783,1.2181,0.3860,1.447
83.217000,-0.6754,1.2233,0.3763,1.447
83.218000,-0.6712,1.2282,0.3689,1.447
83.220000,-0.6654,1.2301,0.3621,1.445
83.224000,-0.6583,1.2340,0.3553,1.443
83.236000,-0.6500,1.2323,0.3506,1.437
83.237000,-0.6436,1.2325,0.3482,1.433
83.237000,-0.6373,1.2330,0.3511,1.432
83.238000,-0.6309,1.2335,0.3599,1.431
83.239000,-0.6238,1.2374,0.3689,1.434
83.239000,-0.6182,1.2394,0.3804,1.436
83.240000,-0.6168,1.2418,0.3934,1.441
83.241000,-0.6175,1.2452,0.4087,1.449
83.245000,-0.6182,1.2496,0.4224,1.457
83.246000,-0.6202,1.2538,0.4336,1.464
83.248000,-0.6253,1.2609,0.4466,1.477
83.251000,-0.6270,1.2701,0.4551,1.488
83.254000,-0.6285,1.2811,0.4664,1.501
83.255000,-0.6295,1.2899,0.4766,1.512
83.257000,-0.6297,1.3009,0.4830,1.524
83.264000,-0.6290,1.3136,0.4886,1.536
83.265000,-0.6241,1.3280,0.4927,1.548
83.266000,-0.6170,1.3412,0.4949,1.557
83.267000,-0.6087,1.3546,0.4969,1.566
83.270000,-0.5970,1.3700,0.4981,1.575
83.272000,-0.5831,1.3861,0.4957,1.583
83.274000,-0.5660,1.3986,0.4930,1.587
83.279000,-0.5501,1.4098,0.4905,1.591
83.280000,-0.5335,1.4223,0.4852,1.595
83.285000,-0.5171,1.4350,0.4773,1.598
83.286000,-0.5001,1.4411,0.4673,1.595
83.288000,-0.4878,1.4469,0.4544,1.593
83.289000,-0.4705,1.4503,0.4380,1.586
83.295000,-0.4537,1.4503,0.4178,1.576
83.297000,-0.4358,1.4489,0.3965,1.564
83.298000,-0.4190,1.4516,0.3746,1.557
83.299000,-0.4024,1.4530,0.3545,1.549
83.300000,-0.3838,1.4506,0.3286,1.536
83.304000,-0.3658,1.4442,0.3052,1.521
83.305000,-0.3477,1.4318,0.2842,1.501
83.307000,-0.3330,1.4186,0.2630,1.481
83.318000,-0.3243,1.4027,0.2393,1.459
83.320000,-0.3130,1.3852,0.2151,1.436
83.320000,-0.3008,1.3663,0.1875,1.412
83.321000,-0.2857,1.3468,0.1592,1.386
83.322000,-0.2696,1.3256,0.1287,1.359
83.325000,-0.2515,1.2992,0.0933,1.327
83.326000,-0.2334,1.2738,0.0640,1.297
83.342000,-0.2180,1.2460,0.0332,1.265
83.344000,-0.2039,1.2172,0.0078,1.234
83.349000,-0.1924,1.1798,-0.0103,1.195
83.351000,-0.1821,1.1446,-0.0320,1.159
83.352000,-0.1760,1.1119,-0.0520,1.127
83.355000,-0.1736,1.0795,-0.0698,1.096
83.356000,-0.1702,1.0489,-0.0862,1.066
83.357000,-0.1668,1.0201,-0.1021,1.039
83.359000,-0.1636,0.9933,-0.1133,1.013
83.360000,-0.1609,0.9632,-0.1214,0.984
83.362000,-0.1536,0.9395,-0.1299,0.961
83.364000,-0.1465,0.9171,-0.1306,0.938
83.365000,-0.1380,0.8944,-0.1299,0.914
83.366000,-0.1277,0.8748,-0.1253,0.893
83.367000,-0.1155,0.8570,-0.1172,0.873
83.368000,-0.1016,0.8409,-0.1094,0.854
83.368000,-0.0894,0.8270,-0.0982,0.838
83.369000,-0.0764,0.8167,-0.0835,0.825
83.370000,-0.0649,0.8060,-0.0691,0.812
83.372000,-0.0505,0.7945,-0.0532,0.798
83.374000,-0.0396,0.7884,-0.0393,0.790
83.376000,-0.0320,0.7847,-0.0242,0.786
83.379000,-0.0281,0.7828,-0.0095,0.783
83.380000,-0.0249,0.7816,0.0034,0.782
83.384000,-0.0259,0.7806,0.0217,0.781
83.385000,-0.0313,0.7826,0.0400,0.784
83.387000,-0.0381,0.7857,0.0584,0.789
83.389000,-0.0493,0.7899,0.0796,0.795
83.392000,-0.0618,0.7984,0.1028,0.807
83.399000,-0.0754,0.8104,0.1238,0.823
83.400000,-0.0921,0.8228,0.1480,0.841
83.401000,-0.1074,0.8375,0.1702,0.861
83.403000,-0.1214,0.8487,0.1909,0.878
83.404000,-0.1338,0.8580,0.2107,0.894
83.406000,-0.1455,0.8692,0.2278,0.910
83.414000,-0.1577,0.8761,0.2432,0.923
83.418000,-0.1692,0.8851,0.2581,0.937
83.419000,-0.1797,0.8946,0.2700,0.952
83.419000,-0.1865,0.9019,0.2788,0.962
83.419000,-0.1922,0.9061,0.2893,0.970
83.423000,-0.1992,0.9090,0.2947,0.976
83.424000,-0.2053,0.9117,0.3018,0.982
83.424000,-0.2092,0.9129,0.3067,0.986
83.430000,-0.2163,0.9137,0.3079,0.988
83.431000,-0.2212,0.9146,0.3057,0.989
83.432000,-0.2263,0.9132,0.3028,0.988
83.434000,-0.2305,0.9120,0.2957,0.986
83.437000,-0.2334,0.9120,0.2869,0.984
83.440000,-0.2366,0.9088,0.2766,0.979
83.441000,-0.2398,0.9059,0.2669,0.974
83.444000,-0.2434,0.9005,0.2544,0.967
83.447000,-0.2471,0.8917,0.2400,0.956
83.449000,-0.2505,0.8846,0.2261,0.947
83.452000,-0.2534,0.8775,0.2110,0.937
83.454000,-0.2576,0.8670,0.1968,0.926
83.456000,-0.2625,0.8543,0.1839,0.912
83.459000,-0.2654,0.8394,0.1716,0.897
83.462000,-0.2700,0.8253,0.1550,0.882
83.464000,-0.2705,0.8099,0.1428,0.866
